	english	sinhala	Similarity score	Alignment score
367	Encryption error	සංකේතාංකන දෝෂය	0.4889246265967516	0.656863
36	the ace of spades	ඉස්කෝප්ප ආසියා	0.488691103512765	0.494444
611	Embedded subset	කාවැද්දු උප කුළකය	0.4886158108817832	0.53125
157	Selected Link	තෝරාගත් සබැඳිය	0.4885779550573515	1.0
837	Forwarded messages	ඉදිරියට යැවූ පණිවිඩ	0.48843045302470867	0.8
549	Contact goes offline	සබඳතාව නොබැඳි වෙයි	0.48793229858293724	0.677945
1268	Close print preview	මුද්‍රණ පූර්‍වදැක්ම වසන්න	0.4877589664266089	0.430769
1333	Completed spell checking	අක්‍ෂර වින්‍යාසය පරීක්‍ෂාව සම්පූර්‍ණයිFrench (France)language	0.4876434562490648	0.345161
1042	Enable networking	ජාලකරණය සක්‍රීය කරන්න	0.4875988881816509	0.487374
606	Edit the application toolbar	යෙදුම් මෙවලම් පුවරුව සකසන්න	0.48755210242067626	0.405172
1382	Saving Images	පිංතූර සුරකිමින්	0.48750174353605347	0.544118
233	^Rescue a broken system	බිඳුණු පද්ධතිය බේරාගන්න (_R)	0.487207523305955	0.536638
587	Transparency color	විනිවිදයන වර්‍ණ	0.48685214264539517	0.529605
879	No encryption	සංකේතනය නැත	0.4866049584742097	0.72619
608	File corrupted	ගොනුව දුෂ්ප්‍රතිපන්න වී ඇත	0.4864437625622204	0.888889
1385	Default Image Grid	පෙරනිමි පිංතූරය දැල	0.4864210202671769	1.0
159	canvas	කැන්වසය	0.4863987723218866	1.0
40	the nine of spades	ඉස්කෝප්ප නවය	0.4860717179053843	0.530364
857	Date sent	යවන ලඳ දිනය	0.4860355537038334	0.833333
194	Apple Devices Support	ඇපල් උපාංග සහාය	0.48597624286668156	0.676136
599	Image Settings	පිළිඹිබු සැකසුම්	0.4856805217283137	0.564706
57	the ace of diamonds	රුවිත ආසියා	0.48564023437652637	0.35
589	Close _without Saving	සුරකීමකින් _තොරව වසන්න	0.4853523166181362	0.33498
1043	Resume normal boot	සාමාන්‍ය ඇරඹුම පුනරාරම්භය	0.4852259106912753	0.357287
250	Grant access	ප්‍රවේශයට ඉඩදෙන්න	0.4841425488776233	0.547009
1361	Adding checkerboard	දාම්ලෑල්ල එක් කරමින්	0.48395535947810936	0.563095
842	Forwarded message	ඉදිරියට යැවූ පණිවිඩය	0.4836510498188596	0.809524
1235	Print Syntax Highlighting	වාග් රීති උද්දීපන මුද්‍රණයකරන්න	0.4834750548580685	0.375
1026	Show archive properties	සංරක්‍ෂණ වත්කම් පෙන්වන්න	0.48346893133886043	0.306667
833	Click to open %s	%s විවෘත කිරීමට ක්ලික් කරන්න	0.48304724209383665	0.896552
244	_Previous	පෙර (_P)	0.48271792002544556	0.777778
201	Audiobooks Library	ශ්‍රව්‍යපොත් පුස්තකාලය	0.4824133458359431	0.572082
151	Removing packages	පැකේජ ඉවත් කරමින්	0.4820987037216474	0.416667
180	footer	පාදකය	0.4813576788243136	1.0
1284	Search for text	පෙළ සඳහා සොයන්න	0.48127826473786256	0.34375
1359	Removing animation background	සජීවිකරණ පසුබිම ඉවත් කරමින්	0.4811617394800009	0.6
1074	Exiting	පිටවන්න	0.48115892231848106	1.0
1257	_Display line numbers	පෙළ අංක අක්‍රීය කරන්න (_D)	0.4810715553554598	0.55303
158	animation	සජීවනය	0.48102581984921755	1.0
65	the nine of diamonds	රුවිත නවය	0.48084233320172937	0.514286
1066	Ounces	අවුන්සunit-format	0.4807121445330257	1.0
184	caption	යටි ලියමන	0.48048878770231007	0.7
850	Move to Folder	බහලුමට ගෙන යන්න	0.48026195469076544	0.452083
807	Save directory	බහලුම සුරකින්න	0.4802258878956963	0.366667
162	column header	තීරු සිරස	0.48011539324329305	0.5
1368	Brushes	පින්සල්	0.47988806294013503	1.0
259	Connect to Server	සර්වරයට සම්බන්ධ වන්න	0.4797179191366627	0.384921
410	Retry	නැවත උත්සහ කරන්න	0.4797174598014406	0.647059
468	Outgoing calls	යන ඇමතුම්	0.4792917059662516	1.0
564	_Reduce location accuracy	පිහිටීම් නිරවද්‍යතාව අඩු කරන්න (_R)	0.4789389527225614	0.563034
131	Upgrade packages	පැකේජයන් උසස් කරන්න	0.4788605195279626	0.460294
674	Other Fax	වෙනත් ෆැක්ස්	0.47883220076646243	0.530769
1329	Manage snippets	උධෘත පාඨ කළමනාකරණය	0.4787231327350303	0.544408
30	the ace of clubs	කලාබර ආසියා	0.47872184683303637	0.794118
1391	Temporary folder:	තාවකාලික බහාලුම	0.4781939311749775	0.559028
1232	Enable Syntax Highlighting	වාග් රීති උද්දීපනය සක්‍රීය කරන්න	0.4778138551919672	0.377104
663	Nickname	අනුවත්ත නම	0.4776964210432145	0.863636
1300	Selection	තේරිම්	0.4776911435806018	1.0
896	Downloading	භාගත වෙමින්	0.47754759904268984	0.708333
170	option pane	විකල්ප කවුළුව	0.47748387555920857	1.0
895	Using email address	විද්‍යුත් ලිපිනය භාවිතයෙන්	0.4771556030527205	0.664815
1063	No undo history	පෙරසේ ඉතිහාසයක් නොමැත	0.47711463228870016	0.769886
1029	Open the selected folder	තෝරාගත් බහලුම විවෘත කරන්න	0.47701340400545894	0.549231
813	Select a Time Zone	වේලා කළාපයක් තෝරන්න	0.4769875857824505	0.640789
994	Getting the file list	ගොනු ලැයිස්තුව ලබා ගනිමින්	0.4767869361096697	0.505051
335	Chat window theme	සල්ලාප කවුළු තේමාව	0.4765949283322807	0.350877
974	Extract the selected archive	තෝරාගත් සංරක්‍ෂණය විසුරුවන්න	0.4764625732873557	0.62069
948	Save Search	"සෙවීම සුරකින්නShow:Unread MessagesImportant Messages"", or ""Active Appointments"	0.4762710994042893	0.418249
1384	Default Image	පෙරනිමි පිංතූරය	0.47616000159061345	1.0
96	Firefox Launchpad plugin	ෆයර්ෆොක්ස් ලන්ච්පෑඩ් ප්ලගීනය	0.47573615872942027	0.372414
1314	Display in bottom pane	පහළ පුවරුවේ දර්ශනය කරන්න	0.4757277700511768	0.794783
799	Save Draft	කෙටුම් පත සුරකින්න	0.4756666214894157	0.456938
1278	Configure the application	යෙදුම මානකරණය කරන්න	0.4754992178048358	0.392308
1037	Out of Range	සීමාවෙන් පිටත	0.47530629557260284	0.409341
294	Font for fixed width text	අචල දිගක් ඇති වචන කාණ්ඩයට අකුරු රටා	0.47528642123946135	0.576923
120	Change software repository	මෘදුකාංග ගබඩාව වෙනස් කරන්න	0.47516358237399137	0.648148
300	Keyword	මුල පදය	0.4751591279633738	0.75
1227	Highlight Current Line	දැනට ඇති රේඛාව උද්දීපනය කරන්න	0.4750988167392167	0.465942
801	Untitled Message	නිර්ණාමික පණිවිඩය	0.4749299580543082	1.0
866	Sender	යවන්නා	0.4748928352806701	1.0
62	the six of diamonds	රුවිත හය	0.47465580441217564	0.558333
142	Installed file	ස්ථාපිත ගොනුව	0.4746057680023245	0.619048
1060	Basic	සාමාන්‍ය	0.4743384917896875	1.0
1045	Show Trailing Zeroes	පසුපස බින්දු පෙන්වන්න	0.4738275660988002	0.373377
585	Transparent Parts	විනිවිද කොටස්	0.4734705998129258	0.452381
140	Reinstall the given packages	දී ඇති පැකේජයන් යලි ස්ථාපනය කරන්න	0.473468510340766	0.577586
63	the seven of diamonds	රුවිත හත	0.47329709829711947	0.469697
341	Enable spell checker	අක්ෂර වින්‍යාස පරීක්ෂකය සක්‍රීය කරන්න	0.47300748748488947	0.308897
1394	_Previous Tip	පෙර ඉඟි (_P)	0.4729980269343045	0.549451
588	Active plugins	ක්‍රියාකාරී ප්ලගීන	0.47282454542527896	0.582456
1136	Icon has zero width	සංකේතය සතුව ශුන්‍ය පළලක් ඇත	0.47266284120035956	0.525
183	chart	ප්‍රස්තාරය	0.4720438848621344	1.0
1101	Image header corrupt	පිළිඹිබු ශිර්ෂකය විනාශ විය	0.4719664638113225	0.333333
975	All archives	සියළුම සංරක්‍ෂණ	0.4717687149458859	1.0
552	Show groups	කණ්ඩායම් පෙන්වන්න	0.47147551464591075	0.458333
1022	Deselect all files	තෝරාගත් ගොනු සියල්ල අත්හරින්න	0.47116869497239505	0.463158
805	Default reminder units	පෙරනිමි සිහිගැන්වීම් ඒකක	0.470935705881326	0.666087
163	directory pane	නාමාවලි පුවරුව	0.47076656369862807	0.6
1234	Toolbar is Visible	මෙවලම්තීරුව දෘශ්‍ය වේ	0.4707369097749648	0.630383
1124	Stack overflow	ස්ටැකය පිරී ඇත	0.47073488168748834	0.433333
43	the king of spades	ඉස්කෝප්ප කිංග්	0.4706448958826935	0.331579
548	New conversation	නව සංවාදය	0.4706202597172134	0.532353
594	All files	සියළුම ගොනු	0.4705928743461171	1.0
955	All files	සියළු ගොනු	0.4705928743461171	0.527273
241	All files	සියලු ගොනුdisc	0.4705928743461171	1.0
144	Removed packages	අස්ථාපනය කෙරූ පැකේජයන්	0.4704492096502723	0.891304
1289	_Clear Highlight	උද්දීපන ඉවත්කරන්න (_C)	0.4703948344497039	0.314578
1226	Display Line Numbers	පෙළ අංක දර්ශනය කරන්න	0.4703683384690162	0.619048
1347	Save as Animation	සජීවීකරණයක් ලෙස සුරකින්න	0.47031730430491153	0.517778
764	Recurring	පුනරාවර්තනය වීම	0.47023266369479577	0.875
595	Save Image	පිළිඹිබුව සුරකින්න	0.4702265961188956	0.535885
1277	Error saving file %s	%s ගොනුව සුරකීම දෝෂ සහිතයි	0.4701629028401107	0.357143
173	radio button	විකල්ප බොත්තම	0.47011568442583934	0.519231
882	Co_mpleted	සම්පූර්ණ කළා (_m)	0.47010578819482624	0.638889
229	Install a command-line system	විධාන-රේඛා පද්ධතියක් ස්ථාපනය කරන්න	0.46980204823052507	0.633333
1090	Unrecognized image file format	හදුනා නොගත් පිළිඹිබු සංයුතියක්	0.46964431288405634	0.370968
656	Error adding list	ලැයිස්තුව එක් කිරීමේ දෝෂයකි	0.4695239576467117	0.875
1389	_CMYK profile:	_CMYK පැතිකඩ:	0.4695065565332664	0.414286
528	Password required	මුරපදය අවශ්‍යයි	0.46944811153032406	1.0
459	Removing group	සමූහය ඉවත් කරමින්	0.46944513640903435	0.466667
946	Save Selected	තේරිම සුරකින්න	0.4693783860978736	0.521429
232	^Check disc for defects	අඩුපාඩු සඳහා තැටිය පරික්ෂා කරන්න (_C)	0.46903634414567114	0.632675
106	Show Details	විස්තර පෙන්වන්න	0.46884512317197685	0.473558
237	Disc Burner and Copier	තැටි පුළුස්සනය සහ පිටපත් කරණය	0.46882615445743986	0.372464
316	Show offline contacts	නොබැඳි පරිශීලකයින් පෙන්වන්න	0.46856609166990193	0.581169
847	Receiving Email	විද්‍යුත් තැපැල් ලැබීම	0.4685437188447801	0.464674
1188	Cannot allocate colormap structure	වර්‍ණසිතියම් ආකෘතිය යෙදවිය නොහැක	0.46839857479831865	0.574459
1225	Insert spaces	ඉඩකඩ ඇතුළු කරන්න	0.46831752278326405	0.823529
908	Show as list	ලැයිස්තුවක් ලෙස පෙන්වන්න	0.46789844393815433	0.372308
258	Show version	අනුවාදය පෙන්වන්න	0.46789375388826937	0.457014
37	the three of spades	ඉස්කෝප්ප තුන	0.4678264335650572	0.521154
44	the ace of hearts	හාර්ත ආසියා	0.467546219072799	0.361111
178	tree table	රුක් වගුව	0.46747991471459427	0.477273
769	Select Timezone	වේලාකළාපය තෝරන්න	0.4674555825946242	0.575368
187	Invalid record	වැරදි රෙකෝඩය	0.4674159543260996	0.535897
479	Connected to server	සේවාදායකයට සම්බන්ධ විය	0.4673540867619931	0.423913
1276	Error opening file %s	%s ගොනුව විවෘත කීරිම දෝෂ සහිතයි	0.46722199312425905	0.521307
1036	Marks	සලකුණු	0.46717756219176265	1.0
827	Unnamed	නිර්ණාමික	0.4670365090150178	1.0
831	Show Fields	ක්‍ෂේත්‍ර පෙන්වන්න	0.4669892808718231	1.0
1028	Select all files	ගොනු සියල්ල තෝරන්න	0.46677967425281225	0.337461
278	Width of the index and search pane	සුචියේ හා සෙවුම් කොටුවේ පළල	0.4667709887098356	0.742857
41	the jack of spades	ඉස්කෝප්ප ජැක්	0.46676261182634615	0.362782
172	push button	එබුම් බොත්තම	0.46673189802828097	1.0
871	All local folders	සියළු ප්‍රාදේෂිය බහලුම්	0.4667101993368078	0.6875
1017	_Selected files	තෝරාගත් ගොනු (_S)	0.46670660419184423	0.777778
1237	Encodings shown in menu	පෙන්වනලද මෙනුව කේතීකරණය කරන්න	0.46670503281216763	0.358333
1105	Invalid header in animation	සජීවීකරණය තුළ සාවද්‍ය ශිර්ෂකයක්	0.46655762631270253	0.415179
60	the four of diamonds	රුවිත හතර	0.466531986916952	0.833333
418	invalid contact	අවලංගු සබඳතාවකි	0.4664131014931611	0.53125
58	the two of diamonds	රුවිත දෙක	0.466161799629103	0.825
61	the five of diamonds	රුවිත පහ	0.46614585522674185	0.547619
655	_Full name	සම්පූර්ණ නම (_F)	0.4659638971687216	0.735294
448	Search contacts	සබැඳි සොයන්න	0.4659590309163361	0.550481
261	Overview	දළ විශ්ලේෂණය	0.4657726315661561	0.884615
236	^Try Mythbuntu without installing	ස්ථාපනයෙන් තොරව මිත්බුන්ටු අත්හදා බලන්න (_T)	0.46574102370374876	0.571569
116	Remove downloaded package files	බාගත කරන ලද පැකේජ ගොනු ඉවත් කරන්න	0.46570246414320066	0.412684
152	but %s is installed	නමුත් %s ස්ථාපනය කොට ඇත	0.46568379068323473	0.779167
13	Select Game	තරගයක් තෝරන්න	0.46563317581947267	1.0
612	Embedded	කාවැද්දු	0.46556558064551484	1.0
1258	_Enable automatic indentation	ස්වයංක්‍රීය ඉඩ තැබීම (_E)	0.4655242110515954	0.626923
99	Penguin Freecell	පෙන්ගුයින් නිදහස් සෛලය	0.4655180074040044	0.503836
434	Disconnected	විසන්ධිවිය	0.46537154165758765	1.0
724	Recurrence date is invalid	පුනවාර්තන දිනය සාවද්‍ය වේ	0.46511694564562667	0.509259
135	Set a proxy for software downloads	මෘදුකාංග අවපතන සඳහා පෙරකලාසිය සකසන්න	0.46508750517403596	0.612355
66	the ten of diamonds	රුවිත දහය	0.46501821939845456	0.525
150	Installing packages	පැකේජයන් ස්ථාපනය කරමින්	0.46501701490391306	0.4125
513	Disable camera	කැමරාව අක්‍රීය කරන්න	0.464985519807482	0.4
650	Error adding contact	සම්බන්ධතාවය එක් කිරීමේ දෝෂයකි	0.4649612475106645	0.883333
465	Search	සොයන්න	0.46495260189531185	1.0
1076	Email Address	විද්‍යුත් තැපැල් ලිපිනය	0.4648629253215885	0.422619
324	Show contact groups	සබැඳි සමූහයන් පෙන්වන්න	0.46469194427644234	0.320652
457	Send File	ගොනුව යවන්න	0.46466036956325624	0.5
265	Listing files…	ගොනු ලැයිස්තුගත කරමින්…	0.46454689544072647	0.457014
759	Start date	ආරම්භක දිනය	0.46423875489332134	1.0
317	Show Balance in contact list	සබැඳි ලයිස්තුවේ ශේෂය පෙන්වන්න	0.46422184446029824	0.454598
39	the eight of spades	ඉස්කෝප්ප අට	0.463958494770254	0.3
1356	Server logfile:	සර්වරයේ ලඝු ගොනුව:	0.4638978868818846	0.465461
745	calendar view event	දිනදර්ශන සිදුවීම් දසුන	0.46382422357776304	0.320652
1373	Image Properties	පිංතූර වත්කම්	0.46378523087893775	0.573529
578	Image Properties	ප්‍රතිබිම්භයේ වත්කම්	0.46378523087893775	0.490196
942	Select Address book for Automatic Contacts	ස්වයංක්‍රීය සම්බන්ධතා සඳහා ලිපින පොත තෝරන්න	0.4636430393375499	0.735465
455	Removing contact	සබඳතාව ඉවත්කරමින්	0.46348814946600636	0.570261
937	Read Messages	කියවූ පණිවිඩ	0.4634274177690262	0.409341
986	Deleting files from archive	සංරක්‍ෂණයෙන් ගොනු මකන්න	0.46336244422414785	0.910714
1109	BMP image has bogus header data	BMP පිළිඹිබු සතුව ව්‍යාජ ශිර්ෂක දත්ත ඇත	0.4633566551709891	0.459375
89	Codecs to play	වැයීමට ඇති කොඩෙක්	0.46333679936836886	0.427778
806	Default appointment reminder	පෙරනිමි හමුවීම් සිහිගැන්වීම	0.4633146257690009	0.650246
139	Install the given packages	දී ඇති පැකේජයන් ස්ථාපනය කරන්න	0.46319815768555167	0.316667
1379	Select Source	මූලය තෝරන්න	0.46297335052311167	0.458333
810	_Set expiration date	කල්ඉකුත්වන දිනය සකසන්න (_S)ESendOptions	0.4626509366778174	0.513095
534	Error sending a file	ගොනුවක් යැවීම දෝෂය	0.4626005025998888	0.952381
171	progress bar	ප්‍රගති තීරුව	0.4625909786580799	0.368132
375	Remember password	මුරපදය මතක තබාගන්න	0.462383059568927	0.434211
198	Mass Storage Media Player Support	ස්කන්ධ සංචිත මාධ්‍ය වාදක සහය	0.46237557999208806	0.589757
221	^Try Lubuntu without installing	ස්ථාපනයෙන් තොරව ලුබුන්ටු අත්හදා බලන්න (_T)	0.4621237621286908	0.549055
362	Missed call from %s	%s ගෙන් මඟහැරුණු ඇමතුමක්	0.46191123525514793	0.775
1027	Reload current archive	දැනට භාවිතයේ ඇති සංරක්‍ෂණය ප්‍රථිපූරණය කරන්න	0.461743300308997	0.733333
830	No grouping	සමූහගතව නොවේ	0.46155804276295825	0.682692
593	XMP Other	XMP වෙනත්	0.4614098678650774	1.0
1386	Image Windows	පිංතූර කවුළුව	0.46140113224052903	0.464286
456	_Previous Conversations	පෙර සංවාද (_P)	0.46137366470519736	0.375
78	Kubuntu restricted extras	කුබුන්ටු සීමිත අතිරේක	0.46109507939856875	1.0
35	the unknown card	නොදන්නා කාඩ්පතක්	0.4610627535330891	0.5
222	Use driver update disc	ධාවක යාවත්කාලීන තැටිය භාවිතා කරන්න	0.46087857881009325	0.367081
575	Remove the selected toolbar	තෝරාගත් මෙවලම් පුවරුව ඉවත් කරන්න	0.4607942170638042	0.731602
848	Sending Email	විද්‍යුත් තැපැල් යැවීම	0.4607510838620311	0.416149
736	New Appointment	නව සම්මුතියක්	0.4606443374965324	1.0
1190	Unexpected bitdepth for colormap entries	වර්‍ණසිතියම් ඇතුලත් කිරීම් සඳහා බලාපොරොත්තු නොවු bitdepth අඟයක්	0.46046990832015444	0.50362
796	Save as draft	කෙටුම් පතක් ලෙස සුරකින්න	0.4603380857672388	0.712857
930	Create a new folder for storing mail	තැපැල් එක්රැස් කිරීම සඳහා නව බහලුමක් නිර්මාණය කරන්න	0.46032245211551054	0.551195
1107	Malformed chunk in animation	සජීවීකරණය තුළ විකෘත විශාල ප්‍රමාණයක් ඇත	0.4602988491151935	0.577586
1303	Running tool:	ක්‍රියාත්මක වන මෙවම:	0.4602722995867886	0.928571
1311	Current selection	දැනට ඇති තේරිම	0.4601037002812128	0.388889
851	Apply filter rules to the selected messages	තෝරාගත් පණිවිඩ සඳහා පෙරහන රීති යොදන්න	0.46008220866112004	0.854665
69	the king of diamonds	රුවිත කිංග්	0.45990407042663667	0.833333
1390	_Monitor profile:	මොනිටරයේ පැතිකඩ (_M):	0.45987844415467355	0.386364
442	Blocked Contacts	වාරණිත සබැඳුම්	0.4596515136833525	1.0
31	the ten of clubs	කලාබර දහය	0.45956884628329664	0.476471
709	Cut the selection	තෝරාගත් කොටස කපන්න	0.4595624502529743	0.75731
712	Send Options	යැවීමේ විකල්ප	0.45952491526184164	1.0
1103	Image pixel data corrupt	පිළිඹිබු පික්සල දත්ත විනාශ විය	0.4595139952688258	0.305161
1217	XPM file has image width <= 0	XPM ගොනුවේ පිළිඹිබු පළල <= 0	0.45950368718971607	0.764368
1332	_Spelling Suggestions...	අක්‍ෂර වින්‍යාස යෝජනා... (_S)	0.45936302989934474	0.733333
828	click to add	එක් කිරිමට ක්ලික් කරන්න	0.4592665660598759	0.676282
591	Image Taking Conditions	පිළිඹිබු ගැනිමේ සීමා	0.4592059182272278	0.708333
230	Install a minimal system	අවම පද්ධතියක් ස්ථාපනය කරන්න	0.458895281937842	0.43
1328	Type a new shortcut	නව කෙටි මඟක් ඇතුලත් කරන්න	0.45884808985908143	0.503846
298	DevHelp Website	DevHelp වෙබ් අඩවියDevhelp	0.45870963306844403	0.403846
550	Account connected	සම්බන්ධිත ගිණුම	0.4585855624749084	0.534722
652	Error removing contact	සම්බන්ධතාවය ඉවත් කිරීමේ දෝෂයකි	0.45851720483688496	0.308555
1014	E_xclude files:	ගොනු ඇතුලත් නොකරන්න (_I)	0.4584312274657691	0.38125
64	the eight of diamonds	රුවිත අට	0.4583228702346484	0.537879
54	the jack of hearts	හාර්ත ජැක්	0.4582649463513208	0.411483
924	Create a new mail folder	නව තැපැල් බහලුමක් නිර්මාණය කරන්න	0.458208185781822	0.482424
1265	Show multiple pages	පිටු කිහිපයක් පෙන්වන්න	0.4581805471762567	0.741304
936	Messages Not Junk	නොනිසරු පණිවිඩ	0.45799439809736775	0.405556
101	Penguin Pegged	පෙන්ගුයින් කූඤ්ඤ ගැහීම	0.4578994099258609	0.472464
1053	Indian Rupee	ඉන්දියානු රුපියල්	0.45775091211619295	1.0
1364	Show version information and exit	අනුවාදයේ තොරතුරු පෙන්වා ඉවත් වන්න	0.457695818366283	0.441176
93	Pre-school educational application bundle	පෙර-පාසල් අධ්‍යාපනික වැඩසටහන් පොදිය	0.45761092547234017	0.732143
647	_Wants to receive HTML mail	HTML ලැබීමට අවශ්‍යයි (_W)	0.4574865316505809	0.406593
1203	Failed to open TIFF image	TIFF පිළිඹිබුව විවෘත කිරීම අසමත් විය	0.45741688274113573	0.340956
804	Default reminder value	පෙරනිමි සිහිගැන්වීම් අගය	0.45739707012843334	1.0
1393	Paint tool:	පින්තාරු මෙවලම:	0.4573095815418786	0.46875
651	Error modifying contact	සම්බන්ධතාවය වෙනස් කිරීමේ දෝෂයකි	0.45699834667455314	0.302083
1293	Close all open files	විවෘතව ඇති ගොනු සියල්ල වසන්න	0.45697492620080327	0.684729
153	but %s is to be installed	නමුත් %s ස්ථාපනය කිරීමට ඇත	0.4569175972660553	0.641738
270	Width of the main window	ප්‍රධාන වින්ඩෝවේ පළල	0.45684353265383726	0.334286
361	Password not found	මුරපදය හමුනොවුණි	0.4567826229689885	0.442724
224	Install a workstation	වැඩපොළක් ස්ථාපනය කරන්න	0.4567147417204489	0.468379
82	This is a collection of free ClipArt	මෙය නිදහස් ඇමුණුම් චිත්‍රක එකතුවකි	0.456660428570746	0.514672
681	Work Email	රක්ෂාවේ විද්‍යුත් තැපෑල	0.45664728960509976	0.397727
1040	Repair broken packages	බිඳුණු පැකේජ පිළිසකර කරන්න	0.45646283290054496	0.588567
1388	_RGB profile:	_RGB පැතිකඩ:	0.45637412759900436	1.0
466	Chat with %s	%s සමඟ කතා කරන්නA date with the time	0.456374124864993	0.662162
97	Ubufox extension for Firefox	ෆයර්ෆොක්ස් සඳහා වූ උබුෆොක්ස් විස්තිර්ණය	0.45635902864534744	0.377155
657	Error removing list	ලැයිස්තුව ඉවත් කිරීමේ දෝෂයකි	0.45626444469748306	0.643103
1271	Search _backwards	පසුපසට සොයන්න	0.4561805187462055	0.555556
671	ISDN Phone	ISDN දුරකථනය	0.4560581324395533	0.41958
1019	Information about the program	ක්‍රමලේඛය පිළිබද තොරතුරු	0.45599590771657034	0.66
67	the jack of diamonds	රුවිත ජැක්	0.4559224609109721	0.487013
74	Easy to use distributed version control system	භාවිතයට පහසු බෙදාහැරි අනුවාද පාලක පද්ධතිය	0.4558968068985202	0.549139
863	Message is Junk	නිසරු පණිවිඩයකි	0.4558017127034661	0.34375
114	List keys of trusted vendors	විශ්වාසවන්ත විකිණුම්කරුවන්ගේ යතුරු ලැයිස්තුගත කරන්න	0.4557717856771189	0.301393
59	the three of diamonds	රුවිත තුන	0.4557493093805934	0.840909
845	Defaults	පෙරනිමි	0.45572802719682753	1.0
1380	I_mage	පිංතූරය (_m)	0.45551421815191045	0.692308
199	MTP Media Player Support	MTP මාධ්‍ය වාදක සහය	0.4555098615781283	0.475
500	Incoming video call from %s	%s ගෙන් ලැබෙන වීඩියෝ ඇමතුම	0.45520669788932255	0.345899
88	Xubuntu restricted extras	එක්ස්උබුන්ටු සීමිත අතිරේක	0.4551727143562637	0.711538
177	tool bar	මෙවලම් තීරුව	0.4550548053649021	0.452991
94	Tertiary educational application bundle	තෘතීයික අධ්‍යාපනික වැඩසටහන් පොදිය	0.45503845571064644	0.717647
